Removed Pin From Net: NetName=5V Pin=C25-2
Removed Pin From Net: NetName=3.8V Pin=C29-2
Removed Pin From Net: NetName=5V Pin=C31-1
Removed Pin From Net: NetName=3.3V Pin=C35-2
Removed Pin From Net: NetName=3.3V Pin=C36-2
Removed Pin From Net: NetName=GND Pin=D9-2
Removed Pin From Net: NetName=GND Pin=D11-2
Removed Pin From Net: NetName=5V Pin=L3-2
Removed Pin From Net: NetName=IO34 Pin=P1-4
Removed Pin From Net: NetName=IO35 Pin=P1-5
Removed Pin From Net: NetName=IO32 Pin=P1-6
Removed Pin From Net: NetName=IO33 Pin=P1-7
Removed Pin From Net: NetName=IO25 Pin=P1-8
Removed Pin From Net: NetName=IO26 Pin=P1-9
Removed Pin From Net: NetName=IO27 Pin=P1-10
Removed Pin From Net: NetName=IO14 Pin=P1-11
Removed Pin From Net: NetName=IO12 Pin=P1-12
Removed Pin From Net: NetName=IO13 Pin=P1-13
Removed Pin From Net: NetName=IO23 Pin=P2-1
Removed Pin From Net: NetName=IO22 Pin=P2-2
Removed Pin From Net: NetName=SD2 Pin=P2-3
Removed Pin From Net: NetName=SD3 Pin=P2-4
Removed Pin From Net: NetName=IO21 Pin=P2-5
Removed Pin From Net: NetName=IO5 Pin=P2-8
Removed Pin From Net: NetName=SD0 Pin=P2-9
Removed Pin From Net: NetName=SD1 Pin=P2-10
Removed Pin From Net: NetName=IO4 Pin=P2-11
Removed Pin From Net: NetName=IO2 Pin=P2-12
Removed Pin From Net: NetName=IO15 Pin=P2-13
Removed Pin From Net: NetName=3.3V Pin=P2-15
Removed Pin From Net: NetName=5V Pin=R21-2
Removed Pin From Net: NetName=NetD9_1 Pin=R25-1
Removed Pin From Net: NetName=3.3V Pin=R25-2
Removed Pin From Net: NetName=3.8V Pin=R30-2
Removed Member From Class: ClassName=ESP_GSM_IOT Member=D11
Removed Member From Class: ClassName=ESP_GSM_IOT Member=R30
Change Component Footprint: Designator=C26 Old Footprint=0603 New Footprint=6-0805_N
Change Component Footprint: Designator=C28 Old Footprint=0603 New Footprint=6-0805_N
Change Component Footprint: Designator=C29 Old Footprint=0603 New Footprint=6-0805_N
Change Component Footprint: Designator=C33 Old Footprint=0603 New Footprint=6-0805_N
Change Component Footprint: Designator=C35 Old Footprint=0603 New Footprint=6-0805_N
Change Component Footprint: Designator=C36 Old Footprint=0603 New Footprint=6-0805_N
Change Component Footprint: Designator=R25 Old Footprint=0603 New Footprint=6-0805_N
Change Component Footprint: Designator=D2 Old Footprint=LED 0805_2012 RED New Footprint=LED 0805_2012 BLUE
Change Component Footprint: Designator=D9 Old Footprint=LED 0805_2012 RED New Footprint=LITEON LTV-817
Change Component Comment : Designator=D2 Old Comment= New Comment=Blue
Change Component Comment : Designator=D9 Old Comment=LED-RED New Comment=LTV-817S-TA1
Change Component Comment : Designator=R25 Old Comment=R510 New Comment=1K
Change Component Comment : Designator=R9 Old Comment=R510K New Comment=R510
Change component parameters: Designator = "R25" ("R25"); Footprint = "0603"; UniqueID = "\UIDCHZFB" ("\UIDCHZFB")
Added Pin To Net: NetName=IO23 Pin=R63-2
Added Pin To Net: NetName=GND Pin=U6-9
Added Pin To Net: NetName=IO14 Pin=U6-10
Added Pin To Net: NetName=GND Pin=U6-11
Added Pin To Net: NetName=IO27 Pin=U6-12
Added Pin To Net: NetName=GND Pin=U6-13
Added Pin To Net: NetName=IO26 Pin=U6-14
Added Pin To Net: NetName=GND Pin=U6-15
Added Pin To Net: NetName=IO25 Pin=U6-16
Added Pin To Net: NetName=RESET Pin=U7-5
Added Pin To Net: NetName=5V Pin=U7-8
Added Pin To Net: NetName=GND Pin=U7-9
Added Pin To Net: NetName=GND Pin=U8-2
Added Pin To Net: NetName=GND Pin=U8-9
Added Pin To Net: NetName=IO33 Pin=U8-10
Added Pin To Net: NetName=GND Pin=U8-11
Added Pin To Net: NetName=IO32 Pin=U8-12
Added Pin To Net: NetName=GND Pin=U8-13
Added Pin To Net: NetName=IO35 Pin=U8-14
Added Pin To Net: NetName=GND Pin=U8-15
Added Pin To Net: NetName=IO34 Pin=U8-16
Added Pin To Net: NetName=D14+ Pin=P2-7
Added Pin To Net: NetName=D14+ Pin=R50-2
Added Net: Name=D14+
Added Pin To Net: NetName=D14- Pin=P2-8
Added Pin To Net: NetName=D14- Pin=Q12-3
Added Net: Name=D14-
Added Pin To Net: NetName=D25+ Pin=P2-1
Added Pin To Net: NetName=D25+ Pin=R43-2
Added Net: Name=D25+
Added Pin To Net: NetName=D25- Pin=P2-2
Added Pin To Net: NetName=D25- Pin=Q9-3
Added Pin To Net: NetName=D25- Pin=U6-2
Added Net: Name=D25-
Added Pin To Net: NetName=D26+ Pin=P2-3
Added Pin To Net: NetName=D26+ Pin=R46-2
Added Net: Name=D26+
Added Pin To Net: NetName=D26- Pin=P2-4
Added Pin To Net: NetName=D26- Pin=Q10-3
Added Pin To Net: NetName=D26- Pin=U6-4
Added Net: Name=D26-
Added Pin To Net: NetName=D27+ Pin=P2-5
Added Pin To Net: NetName=D27+ Pin=R48-2
Added Net: Name=D27+
Added Pin To Net: NetName=D27- Pin=P2-6
Added Pin To Net: NetName=D27- Pin=Q11-3
Added Pin To Net: NetName=D27- Pin=U6-6
Added Net: Name=D27-
Added Pin To Net: NetName=D32- Pin=U8-6
Added Net: Name=D32-
Added Pin To Net: NetName=D33- Pin=U8-8
Added Net: Name=D33-
Added Pin To Net: NetName=D35+ Pin=P7-3
Added Pin To Net: NetName=D35+ Pin=R61-2
Added Net: Name=D35+
Added Pin To Net: NetName=D35- Pin=P7-2
Added Pin To Net: NetName=D35- Pin=Q14-3
Added Pin To Net: NetName=D35- Pin=U8-4
Added Net: Name=D35-
Added Pin To Net: NetName=NetB1_1 Pin=B1-1
Added Pin To Net: NetName=NetB1_1 Pin=IC1-3
Added Net: Name=NetB1_1
Added Pin To Net: NetName=NetC41_1 Pin=C41-1
Added Pin To Net: NetName=NetC41_1 Pin=C43-2
Added Pin To Net: NetName=NetC41_1 Pin=R56-1
Added Pin To Net: NetName=NetC41_1 Pin=U7-6
Added Net: Name=NetC41_1
Added Pin To Net: NetName=NetC42_2 Pin=C42-2
Added Pin To Net: NetName=NetC42_2 Pin=R55-1
Added Net: Name=NetC42_2
Added Pin To Net: NetName=NetD9_2 Pin=D9-2
Added Pin To Net: NetName=NetD9_2 Pin=J6-2
Added Net: Name=NetD9_2
Added Pin To Net: NetName=NetJ6_4 Pin=J6-4
Added Pin To Net: NetName=NetJ6_4 Pin=Q13-3
Added Net: Name=NetJ6_4
Added Pin To Net: NetName=NetL6_1 Pin=U7-7
Added Net: Name=NetL6_1
Added Pin To Net: NetName=NetLED1_1 Pin=LED1-1
Added Pin To Net: NetName=NetLED1_1 Pin=U7-2
Added Net: Name=NetLED1_1
Added Pin To Net: NetName=NetQ9_1 Pin=Q9-1
Added Pin To Net: NetName=NetQ9_1 Pin=R43-1
Added Pin To Net: NetName=NetQ9_1 Pin=R45-1
Added Net: Name=NetQ9_1
Added Pin To Net: NetName=NetQ10_1 Pin=Q10-1
Added Pin To Net: NetName=NetQ10_1 Pin=R46-1
Added Pin To Net: NetName=NetQ10_1 Pin=R47-1
Added Net: Name=NetQ10_1
Added Pin To Net: NetName=NetQ11_1 Pin=Q11-1
Added Pin To Net: NetName=NetQ11_1 Pin=R48-1
Added Pin To Net: NetName=NetQ11_1 Pin=R49-1
Added Net: Name=NetQ11_1
Added Pin To Net: NetName=NetQ12_1 Pin=Q12-1
Added Pin To Net: NetName=NetQ12_1 Pin=R50-1
Added Pin To Net: NetName=NetQ12_1 Pin=R51-1
Added Net: Name=NetQ12_1
Added Pin To Net: NetName=NetQ13_1 Pin=Q13-1
Added Pin To Net: NetName=NetQ13_1 Pin=R25-2
Added Net: Name=NetQ13_1
Added Pin To Net: NetName=NetQ14_1 Pin=Q14-1
Added Pin To Net: NetName=NetQ14_1 Pin=R61-1
Added Pin To Net: NetName=NetQ14_1 Pin=R62-1
Added Net: Name=NetQ14_1
Added Pin To Net: NetName=NetR42_5 Pin=R42-5
Added Pin To Net: NetName=NetR42_5 Pin=U6-7
Added Net: Name=NetR42_5
Added Pin To Net: NetName=NetR42_6 Pin=R42-6
Added Pin To Net: NetName=NetR42_6 Pin=U6-5
Added Net: Name=NetR42_6
Added Pin To Net: NetName=NetR42_7 Pin=R42-7
Added Pin To Net: NetName=NetR42_7 Pin=U6-3
Added Net: Name=NetR42_7
Added Pin To Net: NetName=NetR42_8 Pin=R42-8
Added Pin To Net: NetName=NetR42_8 Pin=U6-1
Added Net: Name=NetR42_8
Added Pin To Net: NetName=NetR57_1 Pin=R57-1
Added Pin To Net: NetName=NetR57_1 Pin=U7-3
Added Pin To Net: NetName=NetR57_1 Pin=U7-4
Added Net: Name=NetR57_1
Added Pin To Net: NetName=NetR60_5 Pin=R60-5
Added Pin To Net: NetName=NetR60_5 Pin=U8-7
Added Net: Name=NetR60_5
Added Pin To Net: NetName=NetR60_6 Pin=R60-6
Added Pin To Net: NetName=NetR60_6 Pin=U8-5
Added Net: Name=NetR60_6
Added Pin To Net: NetName=NetR60_7 Pin=R60-7
Added Pin To Net: NetName=NetR60_7 Pin=U8-3
Added Net: Name=NetR60_7
Added Pin To Net: NetName=NetR60_8 Pin=R60-8
Added Pin To Net: NetName=NetR60_8 Pin=U8-1
Added Net: Name=NetR60_8
Added Pin To Net: NetName=SCL Pin=P5-3
Added Pin To Net: NetName=SCL Pin=Q7-3
Added Pin To Net: NetName=SCL Pin=R39-1
Added Net: Name=SCL
Added Pin To Net: NetName=SDA Pin=P5-4
Added Pin To Net: NetName=SDA Pin=Q8-3
Added Pin To Net: NetName=SDA Pin=R41-1
Added Net: Name=SDA
Added Pin To Net: NetName=V_Batt Pin=C41-2
Added Pin To Net: NetName=V_Batt Pin=IC1-2
Added Pin To Net: NetName=V_Batt Pin=R56-2
Added Pin To Net: NetName=V_Batt Pin=R57-2
Added Pin To Net: NetName=V_Batt Pin=R58-2
Added Net: Name=V_Batt
Added Pin To Net: NetName=V_Charge Pin=C25-2
Added Pin To Net: NetName=V_Charge Pin=C31-1
Added Pin To Net: NetName=V_Charge Pin=C40-2
Added Pin To Net: NetName=V_Charge Pin=L3-2
Added Pin To Net: NetName=V_Charge Pin=R21-2
Added Pin To Net: NetName=V_Charge Pin=R55-2
Added Pin To Net: NetName=V_Charge Pin=U7-1
Added Net: Name=V_Charge
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component B1 1043
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component C32 Cap22uF
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component C37 Cap22uF
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component C38 Cap22uF
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component C39 Cap22uF
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component C40 Cap10uF
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component C41 Cap22uF
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component C42 Cap10uF
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component C43 Cap22uF
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component C44 Cap100pF
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component IC1 BSS84-7-F
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component J6 A-2004-2-4-LP/FS-N-R
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component LED1 Green
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component P4 Fan_Con
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component P5 Header 4
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component P7 Header 4
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component Q5 BSS138
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component Q7 BSS138
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component Q8 BSS138
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component Q9 MBBT2222A
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component Q10 MBBT2222A
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component Q11 MBBT2222A
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component Q12 MBBT2222A
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component Q13 MBBT2222A
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component Q14 MBBT2222A
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component R38 R10K
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component R39 R10K
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component R40 R10K
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component R41 R10K
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component R42 CAT10-102J4LF
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component R43 R10K
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component R44 CAT10-102J4LF
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component R45 R1K
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component R46 R10K
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component R47 R1K
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component R48 R10K
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component R49 R1K
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component R50 R10K
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component R51 R1K
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component R53 10K
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component R55 R100K
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component R56 R100K
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component R57 R10K
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component R58 R100K
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component R59 CAT10-102J4LF
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component R60 CAT10-102J4LF
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component R61 R10K
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component R62 R1K
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component R63 R100K
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component U6 LTV-247
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component U7 IP5306
Added Member To Class: ClassName=ESP_GSM_IOT Member=Component U8 LTV-247
